id,text,language,llm_prediction
msg_0253,Mabɔ mmɔden sɛ mɛtua sika mpɛn pii nnɛ nanso portal no kɔ so pow asɛm no. Mabɔ mmɔden nnɔnhwerew abien a atwam ni a entumi nyɛ yiye.,ak,YES
msg_0254,Merebɔ mmɔden sɛ mɛtua akwantu tumi krataa no ho ka nanso sika a wotua no kɔ so di nkogu wɔ portal no so. Mede intanɛt nkitahodi a ɛyɛ den na ɛreyɛ eyi afi Accra hɔ.,ak,YES
msg_0255,"Bere biara a mɛkliki akatua so no, kratafa no yɛ nwini anaasɛ ɛkyerɛ mfomso bi na asɛm no nkɔ mu. Mede intanɛt nkitahodi a ɛyɛ den na ɛreyɛ eyi afi Accra hɔ.",ak,YES
msg_0256,Gbɛjianɔtoo lɛ eŋmɛɛɛ mi gbɛ ni magbe minyɔmɔwoo kɛha nibimɔ lɛ naa. Mi hu mijie mi cache lɛ ni mikɛ naagba nɛɛ nɔŋŋ kpe lolo.,ga,YES
msg_0257,I am trying to pay the passport fee but the payment keeps failing on the portal. This started happening this morning.,en,YES
msg_0258,Nhyehyɛe no mma me kwan sɛ menwie m’akatua wɔ akwammisa krataa no ho. Mebɔɔ mmɔden mpo sɛ mede laptop foforo bedi dwuma nanso biribiara ansakra.,ak,YES
msg_0259,Mabɔ mmɔden sɛ mɛtua sika mpɛn pii nnɛ nanso portal no kɔ so pow asɛm no. Mabɔ mmɔden sɛ mede browser ahorow bedi dwuma nanso asɛm no da so ara wɔ hɔ.,ak,YES
msg_0260,"My card and MOMO are working elsewhere, but on the passport portal I cannot make the payment. This is delaying my travel plans and I need urgent help.",en,YES
msg_0261,Mabɔ mmɔden sɛ mɛtua ka mpɛn pii nnɛ nanso portal no kɔ so pow asɛm no. Mede intanɛt nkitahodi a ɛyɛ den na ɛreyɛ eyi afi Accra hɔ.,ak,YES
msg_0262,"Me kaad ne MOMO reyɛ adwuma wɔ baabi foforo, nanso wɔ akwantu tumi krataa kwan so no, mintumi ntua sika no. Mebɔɔ mmɔden mpo sɛ mede laptop foforo bedi dwuma nanso biribiara ansakra.",ak,YES
msg_0263,"Me kaad ne MOMO reyɛ adwuma wɔ baabi foforo, nanso wɔ akwantu tumi krataa kwan so no, mintumi ntua sika no. Mede intanɛt nkitahodi a ɛyɛ den na ɛreyɛ eyi afi Accra hɔ.",ak,YES
msg_0264,Nhyehyɛe no mma mintumi nwie m’akatua wɔ akwammisa krataa no ho. Eyi fii ase sii anɔpa yi.,ak,YES
msg_0265,Merebɔ mmɔden sɛ mɛtua akwantu tumi krataa no ho ka nanso sika a wotua no kɔ so di nkogu wɔ portal no so. Eyi retwentwɛn m’akwantu nhyehyɛe ase na mihia mmoa ntɛm ara.,ak,YES
msg_0266,Nhyehyɛe no mma me kwan sɛ menwie m’akatua wɔ akwammisa krataa no ho. Mesan nso yii me cache no fii hɔ na meda so ara hyia ɔhaw koro no ara.,ak,YES
msg_0267,Mabɔ mmɔden sɛ mɛtua ka mpɛn pii nnɛ nanso portal no kɔ so pow asɛm no. Mebɔɔ mmɔden mpo sɛ mede laptop foforo bedi dwuma nanso biribiara ansakra.,ak,YES
msg_0268,"Mele agbagba dzem be maxe mɔzɔgbalẽfea gake fexexea yi edzi le kpo dom nu le nyatakakadzraɖoƒea. Vodada ƒe kɔpi aɖeke menɔ anyi si me kɔ o, si nye kpododonu ƒe gbedasi si wozãna le mɔ gbadza nu ko.",ew,YES
msg_0269,Nhyehyɛe no mma me kwan sɛ minwie me ka wɔ application no ho. Mabɔ mmɔden sɛ mede browser ahorow bedi dwuma nanso asɛm no da so ara wɔ hɔ.,ak,YES
msg_0270,"Mi kaadi lɛ kɛ MOMO lɛ miitsu nii yɛ he kroko, shi yɛ passport portal lɛ nɔ lɛ, minyɛɛɛ mawo nyɔmɔ. Mijieɔ mi cache lɛ hu ni mikɛ naagba nɛɛ nɔŋŋ kpeɔ lolo.",ga,YES
msg_0271,"Nye kaɖi kple MOMO le dɔ wɔm le teƒe bubuwo, gake le mɔzɔgbalẽa ƒe mɔnu la, nyemate ŋu axe fea o. Vodada ƒe kɔpi aɖeke menɔ anyi si me kɔ o, si nye kpododonu ƒe gbedasi si wozãna le mɔ gbadza nu ko.",ew,YES
msg_0272,I have attempted payment several times today but the portal keeps rejecting the transaction. Please check from your side if there is a system issue.,en,NO
msg_0273,"Be fɛɛ be ni makliki nyɔmɔwoo nɔ lɛ, baafa lɛ shwieɔ shi loo etsɔɔ tɔmɔ ko ni nibii ni akɛtsuɔ nii lɛ eyaaa mli. Mikɛ laptop kroko po bɔ mɔdɛŋ shi nɔ ko nɔ ko tsakeee.",ga,YES
msg_0274,"Mabɔ mmɔden sɛ mɛtua ka mpɛn pii nnɛ nanso portal no kɔ so pow asɛm no. Na mfomso koodu biara nni hɔ a emu da hɔ, na ɛyɛ generic failution message ara kwa.",ak,YES
msg_0275,"Me kaad ne MOMO reyɛ adwuma wɔ baabi foforo, nanso wɔ akwantu tumi krataa kwan so no, mintumi ntua sika no. Na mfomso ho mmara biara nni hɔ a emu da hɔ, mfomso ho nkrasɛm a wɔde di dwuma wɔ ɔkwan a ɛkɔ akyiri so ara kwa.",ak,YES
msg_0276,"Me kaad ne MOMO reyɛ adwuma wɔ baabi foforo, nanso wɔ akwantu tumi krataa kwan so no, mintumi ntua sika no. Mesan nso yii me cache no fii hɔ na meda so ara hyiaa ɔhaw koro no ara.",ak,YES
msg_0277,"Me kaad ne MOMO reyɛ adwuma wɔ baabi foforo, nanso wɔ akwantu tumi krataa kwan so no, mintumi ntua sika no. Mebɔɔ mmɔden mpo sɛ mede laptop foforo bedi dwuma nanso biribiara ansakra.",ak,YES
msg_0278,"Ɣesiaɣi si mezi fetu dzi la, axaa tsia tsikpe alo ɖea vodada aɖe fiana eye asitsatsa la metoa eme o. Mele esia wɔm tso Accra gbɔ to internet kadodo si li ke zazã me.",ew,YES
msg_0279,"Be fɛɛ be ni makliki nyɔmɔwoo nɔ lɛ, baafa lɛ feɔ fɛ̃i loo etsɔɔ tɔmɔ ko ni nibii ni akɛtsuɔ nii lɛ eyaaa mli. Tɔmɔ ko bɛ, tɔmɔ sane ko kɛkɛ ni haa mɔ he jɔ̃ɔ ehe.",ga,YES
msg_0280,"Me kaad ne MOMO reyɛ adwuma wɔ baabi foforo, nanso wɔ akwantu tumi krataa kwan so no, mintumi ntua sika no. Mede intanɛt nkitahodi a ɛyɛ den na ɛreyɛ eyi afi Accra hɔ.",ak,YES
msg_0281,"Bere biara a mɛkliki akatua so no, kratafa no yɛ nwini anaasɛ ɛkyerɛ mfomso bi na asɛm no nkɔ mu. Mebɔɔ mmɔden mpo sɛ mede laptop foforo bedi dwuma nanso biribiara ansakra.",ak,YES
msg_0282,Merebɔ mmɔden sɛ mɛtua akwantu tumi krataa ho ka nanso sika a wotua no kɔ so di nkogu wɔ portal no so. Kindly boa me ma misiesie eyi sɛnea ɛbɛyɛ a metumi atoa m’akwammisa krataa no so.,ak,YES
msg_0283,The system is not allowing me to complete my payment for the application. Kindly assist me to resolve this so I can continue my application.,en,NO
msg_0284,"Each time I click pay, the page either freezes or shows an error and the transaction does not go through. I have been trying for the past two hours without success.",en,YES
msg_0285,I have attempted payment several times today but the portal keeps rejecting the transaction. I have tried using different browsers but the issue remains.,en,YES
msg_0286,The system is not allowing me to complete my payment for the application. I also cleared my cache and still faced the same problem.,en,YES
msg_0287,Nhyehyɛe no mma mintumi nwie m’akatua wɔ akwammisa krataa no ho. Eyi retwentwɛn m’akwantu nhyehyɛe ase na mihia mmoa ntɛm ara.,ak,YES
msg_0288,Nhyehyɛe no mma me kwan sɛ menwie m’akatua wɔ akwammisa krataa no ho. Mede intanɛt nkitahodi a ɛyɛ den na ɛreyɛ eyi afi Nkran.,ak,YES
msg_0289,I am trying to pay the passport fee but the payment keeps failing on the portal. This is delaying my travel plans and I need urgent help.,en,YES
msg_0290,"Nye kaɖi kple MOMO le dɔ wɔm le teƒe bubuwo, gake le mɔzɔgbalẽa ƒe nyatakakadzraɖoƒe la nyemate ŋu axe fea o. Mele agbagba dzem gaƒoƒo eve siwo va yi evɔ medze edzi o.",ew,YES
msg_0291,Mabɔ mmɔden sɛ mɛtua ka mpɛn pii nnɛ nanso portal no kɔ so pow asɛm no. Mebɔɔ mmɔden mpo sɛ mede laptop foforo bedi dwuma nanso biribiara ansakra.,ak,YES
msg_0292,"Me kaad ne MOMO reyɛ adwuma wɔ baabi foforo, nanso wɔ akwantu tumi krataa kwan so no, mintumi ntua sika no. Eyi fii ase sii anɔpa yi.",ak,YES
msg_0293,Nhyehyɛe no mma mintumi nwie m’akatua wɔ akwammisa krataa no ho. Eyi retwentwɛn m’akwantu nhyehyɛe ase na mihia mmoa ntɛm ara.,ak,YES
msg_0294,"Me kaad ne MOMO reyɛ adwuma wɔ baabi foforo, nanso wɔ akwantu tumi krataa kwan so no, mintumi ntua sika no. Yɛsrɛ sɛ hwɛ fi wo nkyɛn sɛ nhyehyɛe bi wɔ hɔ a wɔde ma a.",ak,YES
msg_0295,Merebɔ mmɔden sɛ mɛtua akwantu tumi krataa no ho ka nanso sika a wotua no kɔ so di nkogu wɔ portal no so. Yɛsrɛ sɛ hwɛ sɛ nhyehyɛe bi wɔ hɔ a wɔde ma a.,ak,YES
msg_0296,"Nye kaɖi kple MOMO le dɔ wɔm le teƒe bubuwo, gake le mɔzɔgbalẽa ƒe mɔnu la, nyemate ŋu axe fea o. Mete kɔmpiuta bubu zazã gɔ̃ hã kpɔ gake naneke metrɔ o.",ew,YES
msg_0297,"Mimiitao ni mawo passport lɛ he nyɔmɔ, shi nyɔmɔwoo lɛ yeee omanye yɛ portal lɛ nɔ. Mikɛ ŋmɛlɛtswai enyɔ ni eho lɛ ebɔ mɔdɛŋ ni miye omanye.",ga,YES
msg_0298,"Bere biara a mɛkliki akatua so no, kratafa no yɛ nwini anaasɛ ɛkyerɛ mfomso bi na asɛm no nkɔ mu. Eyi rekyɛ m’akwantu nhyehyɛe na mihia mmoa ntɛm ara.",ak,YES
msg_0299,"Nye kaɖi kple MOMO le dɔ wɔm le teƒe bubuwo, gake le mɔzɔgbalẽa ƒe mɔnu la, nyemate ŋu axe fea o. Vodada ƒe kɔpi aɖeke menɔ anyi si me kɔ o, si nye kpododonu ƒe gbedasi si wozãna le mɔ gbadza nu ko.",ew,YES
msg_0300,Mabɔ mmɔden sɛ mɛtua sika mpɛn pii nnɛ nanso portal no kɔ so pow asɛm no. Yɛsrɛ sɛ hwɛ sɛ nhyehyɛe ho asɛm bi wɔ hɔ a.,ak,YES
msg_0301,"The fee was deducted from my MOMO account, yet my application still shows 'payment pending'. I even tried using another laptop but nothing changed.",en,YES
msg_0302,"The fee was deducted from my MOMO account, yet my application still shows 'payment pending'. Kindly assist me to resolve this so I can continue my application.",en,NO
msg_0303,The system is not updating my payment status even though the money has left my account. I even tried using another laptop but nothing changed.,en,NO
msg_0304,Nye gadzraɖoƒea xɔ ga le asinye gake ga si woxe la mele eɖem fia le mɔzɔgbalẽa ƒe nyatakakadzraɖoƒe o. Esia le nye mɔzɔzɔ ŋuti ɖoɖowo hem ɖe megbe eye mehiã kpekpeɖeŋu kpata.,ew,YES
msg_0305,Me nsa kaa amanneɛbɔ a edii yiye a ɛfa sikatua ho nanso portal no ka sɛ mintuaa ka. Eyi rekyɛ m’akwantu nhyehyɛe na mihia mmoa ntɛm ara.,ak,YES
msg_0306,"Woɖe ga si woxe la le nye MOMO gakɔnta me, ke hã nye dɔbiagbalẽvia gakpɔtɔ ɖea ‘fexexe si le edzi yim’ fiana. Mete kpɔ gɔ̃ hã to kɔmpiuta bubu zazã me gake naneke metrɔ o.",ew,YES
msg_0307,"Wɔtwee sika no fii me MOMO akontaabu mu, nanso me application no da so ara kyerɛ ‘tua a ɛda so ara wɔ hɔ’. Yɛsrɛ sɛ hwɛ fi wo nkyɛn sɛ nhyehyɛe bi wɔ hɔ a.",ak,YES
msg_0308,"Portal lɛ ejieee minyɔmɔwoo lɛ kpo, ni minyɛɛɛ mafã kɛya gbɛ ni nyiɛ sɛɛ lɛ nɔ. Enɛ je shishi leebi nɛɛ.",ga,YES
msg_0309,The system is not updating my payment status even though the money has left my account. Please check from your side if there is a system issue.,en,YES
msg_0310,The portal is not reflecting my payment and I cannot move to the next step. This started happening this morning.,en,YES
msg_0311,Nye gadzraɖoƒea xɔ ga le asinye gake ga si woxe la mele eɖem fia le mɔzɔgbalẽa ƒe nyatakakadzraɖoƒe o. Esia le nye mɔzɔzɔ ŋuti ɖoɖowo hem ɖe megbe eye mehiã kpekpeɖeŋu kpata.,ew,YES
msg_0312,"Ajie nyɔmɔwoo lɛ kɛjɛ mi MOMO akaunt lɛ mli, shi kɛlɛ mi aplikeshin lɛ tsɔɔ lolo akɛ 'nyɔmɔwoo lɛ miikpa'. Mikɛ laptop kroko po bɔ mɔdɛŋ shi nɔ ko nɔ ko tsakeee.",ga,YES
msg_0313,"Wotwaa sika no fii me MOMO akontaabu mu, nanso me akwammisa krataa no da so ara kyerɛ ‘akatua a ɛda so ara wɔ hɔ’. Eyi fii ase sii anɔpa yi.",ak,YES
msg_0314,I received a successful payment notification but the portal says I have not paid. This is delaying my travel plans and I need urgent help.,en,YES
msg_0315,Mexɔ fexexe ŋuti nyatakaka dzidzedzetɔe gake nyatakakadzraɖoƒea gblɔ be nyemexe fe o. Mele esia wɔm tso Accra gbɔ to internet kadodo si li ke zazã me.,ew,YES
msg_0316,Gbɛjianɔtoo lɛ haaa mi nyɔmɔwoo shihilɛ lɛ aya hiɛ eyɛ mli akɛ shika lɛ eshi mi akaunt lɛ moŋ. Mikɛ ŋmɛlɛtswai enyɔ ni eho lɛ ebɔ mɔdɛŋ ni maye omanye.,ga,YES
msg_0317,I received a successful payment notification but the portal says I have not paid. This is delaying my travel plans and I need urgent help.,en,YES
msg_0318,Mexɔ fexexe ŋuti nyatakaka dzidzedzetɔe gake nyatakakadzraɖoƒea be nyemexe fe o. Esia le nye mɔzɔzɔ ƒe ɖoɖowo hem ɖe megbe eye mehiã kpekpeɖeŋu kpata.,ew,YES
msg_0319,Me nsa kaa amanneɛbɔ a edi mu a ɛfa sikatua ho nanso portal no ka sɛ minntuaa ka. Mabɔ mmɔden sɛ mede browser ahorow bedi dwuma nanso asɛm no da so ara wɔ hɔ.,ak,YES
msg_0320,The system is not updating my payment status even though the money has left my account. This started happening this morning.,en,YES
msg_0321,The portal is not reflecting my payment and I cannot move to the next step. This started happening this morning.,en,YES
msg_0322,Mexɔ fexexe ŋuti nyatakaka dzidzedzetɔe gake nyatakakadzraɖoƒea gblɔ be nyemexe fe o. Mele esia wɔm tso Accra gbɔ to internet kadodo si li ke zazã me.,ew,YES
msg_0323,Me sikakorabea agye me nanso sika a wotua no nkyerɛ wɔ akwantu tumi krataa kwan no so. Eyi fii ase sii anɔpa yi.,ak,YES
msg_0324,Me sikakorabea agye me nanso sika a wotua no nkyerɛ wɔ akwantu tumi krataa no kwan so. Mede intanɛt a ɛyɛ den na ɛreyɛ eyi afi Nkran hɔ.,ak,YES
msg_0325,"The fee was deducted from my MOMO account, yet my application still shows 'payment pending'. This started happening this morning.",en,YES
msg_0326,Portal no nkyerɛ me sikatua na mintumi nkɔ anammɔn a edi hɔ no so. Mesan nso yii me cache no fii hɔ na meda so ara hyiaa ɔhaw koro no ara.,ak,YES
msg_0327,"Woɖe ga si woxe la le nye MOMO gakɔnta me, ke hã nye dɔbiagbalẽvia gakpɔtɔ ɖea ‘fexexe si le edzi yim’ fiana. Meɖe nye cache hã ɖa eye medze ŋgɔ kuxi ma ke kokoko.",ew,YES
msg_0328,Nhyehyɛe no nnyɛ me sikatua tebea no foforo ɛwom mpo sɛ sika no agyaw me akontaabu de. Mabɔ mmɔden sɛ mede browser ahorow bedi dwuma nanso asɛm no da so ara wɔ hɔ.,ak,YES
msg_0329,Portal no nkyerɛ me sikatua na mintumi nkɔ anammɔn a edi hɔ no so. Mede intanɛt nkitahodi a ɛyɛ den na ɛreyɛ eyi afi Accra hɔ.,ak,YES
msg_0330,"Gbɛjianɔtoo lɛ haaa mi nyɔmɔwoo shihilɛ lɛ aya hiɛ eyɛ mli akɛ shika lɛ eshi mi akaunt lɛ moŋ. Ofainɛ, ye obua mi koni matsu enɛ he nii koni maya nɔ matsu mi nibimɔ lɛ he nii.",ga,YES
msg_0331,Me nsa kaa amanneɛbɔ a edii yiye a ɛfa sikatua ho nanso portal no ka sɛ minnya ntuaa ka. Mesan nso yii me cache no fii hɔ na meda so ara hyia ɔhaw koro no ara.,ak,YES
msg_0332,Portal no nkyerɛ me sikatua na mintumi nkɔ anammɔn a edi hɔ no so. Yɛsrɛ sɛ hwɛ fi wo nkyɛn sɛ nhyehyɛe bi wɔ hɔ a.,ak,YES
msg_0333,Me sikakorabea agye me nanso sika a wotua no nkyerɛ wɔ akwantu tumi krataa kwan no so. Mesan nso yii me cache no fii hɔ na meda so ara hyia ɔhaw koro no ara.,ak,YES
msg_0334,Mexɔ fexexe ŋuti nyatakaka dzidzedzetɔe gake nyatakakadzraɖoƒea gblɔ be nyemexe fe o. Medze agbagba to web-browser vovovowo zazã me gake nya la gakpɔtɔ li.,ew,YES
msg_0335,Agbo la mele nye fexexe ɖem fia o eye nyemate ŋu aʋu ayi afɔɖeɖe si kplɔe ɖo me o. Esia dze dzɔdzɔ gɔme ŋdi sia.,ew,YES
msg_0336,I received a successful payment notification but the portal says I have not paid. Please check from your side if there is a system issue.,en,YES
msg_0337,Nuɖoanyia mele nye fexexe ƒe nɔnɔme ɖɔlim o togbɔ be ga la gblẽ nye gakɔnta ɖi hã. Esia le nye mɔzɔzɔ ƒe ɖoɖowo hem ɖe megbe eye mehiã kpekpeɖeŋu kpata.,ew,YES
msg_0338,"The fee was deducted from my MOMO account, yet my application still shows 'payment pending'. I have tried using different browsers but the issue remains.",en,YES
msg_0339,Portal no nkyerɛ me sikatua na mintumi nkɔ anammɔn a edi hɔ no so. Mede intanɛt nkitahodi a ɛyɛ den na ɛreyɛ eyi afi Accra hɔ.,ak,YES
msg_0340,Me sikakorabea agye me nanso sika a wɔatua no nkyerɛ wɔ akwantu tumi krataa no kwan so. Meboa me yiye ma midi eyi ho dwuma sɛnea ɛbɛyɛ a metumi atoa m’akwammisa krataa no so.,ak,YES
msg_0341,Portal no nkyerɛ me sikatua na mintumi nkɔ anammɔn a edi hɔ no so. Mabɔ mmɔden sɛ mede browser ahorow bedi dwuma nanso asɛm no da so ara wɔ hɔ.,ak,YES
msg_0342,The portal is not reflecting my payment and I cannot move to the next step. This started happening this morning.,en,YES
msg_0343,"Me nsa kaa amanneɛbɔ a edii yiye a ɛfa sikatua ho nanso portal no ka sɛ mintuaa ka. Na mfomso koodu biara nni hɔ a emu da hɔ, a ɛyɛ generic fail message ara kwa.",ak,YES
msg_0344,Nuɖoanyia mele nye fexexe ƒe nɔnɔme ɖɔlim o togbɔ be ga la gblẽ nye gakɔnta ɖi hã. Mele agbagba dzem gaƒoƒo eve siwo va yi evɔ medze edzi o.,ew,YES
msg_0345,"Mishikatoohe lɛ ejie mi shi nyɔmɔwoo lɛ etsɔɔɔ yɛ passport portal lɛ nɔ. Tɔmɔ ko bɛ, tɔmɔ he sane ko kɛkɛ.",ga,YES
msg_0346,Me nsa kaa amanneɛbɔ a edii yiye a ɛfa sikatua ho nanso portal no ka sɛ minnya ntuae. Eyi fii ase sii anɔpa yi.,ak,YES
msg_0347,Nhyehyɛe no nnyɛ me sikatua tebea no foforo ɛwom mpo sɛ sika no agyaw me akontaabu de. Mebɔɔ mmɔden mpo sɛ mede laptop foforo bedi dwuma nanso biribiara ansakra.,ak,YES
msg_0348,Me sikakorabea agye me nanso sika a wotua no nkyerɛ wɔ akwantu tumi krataa kwan no so. Eyi rekyɛ m’akwantu nhyehyɛe na mihia mmoa ntɛm ara.,ak,YES
msg_0349,I received a successful payment notification but the portal says I have not paid. I even tried using another laptop but nothing changed.,en,YES
msg_0350,"Wɔtwee sika no fii me MOMO akontaabu mu, nanso me akwammisa krataa no da so ara kyerɛ ‘akatua a ɛda so ara wɔ hɔ’. Eyi rekyɛ m’akwantu nhyehyɛe na mihia mmoa ntɛm ara.",ak,YES
msg_0351,"Wɔtwee sika no fii me MOMO akontaabu mu, nanso me application no da so ara kyerɛ ‘tua a ɛda so ara wɔ hɔ’. Na mfomso ho mmara biara nni hɔ a emu da hɔ, mfomso ho nkrasɛm a wɔde di dwuma wɔ ɔkwan a ɛkɔ akyiri so ara kwa.",ak,NO
msg_0352,Mina nyɔmɔwoo he adafitswaa ni ye omanye shi portal lɛ kɛɛ miwooo nyɔmɔ. Ofainɛ kwɛmɔ ohe nɔ jogbaŋŋ kɛji gbɛjianɔtoo ko yɛ.,ga,YES
msg_0353,The portal is not reflecting my payment and I cannot move to the next step. I even tried using another laptop but nothing changed.,en,YES
msg_0354,Nhyehyɛe no nnyɛ me sikatua tebea no foforo ɛwom mpo sɛ sika no afi me akontaabu mu de. Eyi retwentwɛn m’akwantu nhyehyɛe ase na mihia mmoa ntɛm ara.,ak,YES
msg_0355,Agbo la mele nye fexexe ɖem fia o eye nyemate ŋu aʋu ayi afɔɖeɖe si kplɔe ɖo me o. Kpe ɖe ŋunye nyuie be makpɔ esia gbɔ ale be mate ŋu ayi nye dɔbiagbalẽvia dzi.,ew,YES
msg_0356,Me nsa kaa amanneɛbɔ a ɛdi mu a ɛfa sikatua ho nanso portal no se mentuaa ka. Mede intanɛt nkitahodi a ɛyɛ den na ɛreyɛ eyi afi Accra hɔ.,ak,YES
msg_0357,Me sikakorabea agye me nanso sika a wɔatua no nkyerɛ wɔ akwantu tumi krataa no kwan so. Meboa me yiye ma midi eyi ho dwuma sɛnea ɛbɛyɛ a metumi atoa m’akwammisa krataa no so.,ak,YES
msg_0358,Nhyehyɛe no nnyɛ me sikatua tebea no foforo ɛwom mpo sɛ sika no afi me akontaabu mu de. Mede intanɛt nkitahodi a ɛyɛ den na ɛreyɛ eyi afi Accra hɔ.,ak,YES
msg_0359,Nhyehyɛe no nnyɛ me sikatua tebea no foforo ɛwom mpo sɛ sika no afi me akontaabu mu de. Yɛsrɛ sɛ hwɛ fi wo nkyɛn sɛ nhyehyɛe bi wɔ hɔ a wɔde ma a.,ak,YES
msg_0360,Portal no nkyerɛ me sikatua na mintumi nkɔ anammɔn a edi hɔ no so. Eyi rekyɛ m’akwantu nhyehyɛe na mihia mmoa ntɛm ara.,ak,YES
msg_0361,I received a successful payment notification but the portal says I have not paid. This started happening this morning.,en,YES
msg_0362,Nhyehyɛe no nnyɛ me sikatua tebea no foforo ɛwom mpo sɛ sika no agyaw me akontaabu de. Mabɔ mmɔden nnɔnhwerew abien a atwam ni a entumi nyɛ yiye.,ak,YES
msg_0363,"The fee was deducted from my MOMO account, yet my application still shows 'payment pending'. I even tried using another laptop but nothing changed.",en,YES
msg_0364,"Wɔtwee sika no fii me MOMO akontaabu mu, nanso me akwammisa krataa no da so ara kyerɛ ‘akatua a ɛda so ara wɔ hɔ’. Mabɔ mmɔden nnɔnhwerew abien a atwam no a enkosi hwee.",ak,NO
msg_0365,Me nsa kaa amanneɛbɔ a edii yiye a ɛfa sikatua ho nanso portal no ka sɛ mintuaa ka. Mabɔ mmɔden nnɔnhwerew abien a atwam ni a entumi nyɛ yiye.,ak,YES
msg_0366,"Me nsa kaa amanneɛbɔ a edi mu a ɛfa sikatua ho nanso portal no ka sɛ minnya ntuaa ka. Mesrɛ wo, hwɛ fi wo nkyɛn sɛ nhyehyɛe ho asɛm bi wɔ hɔ a.",ak,YES
msg_0367,"Me nsa kaa amanneɛbɔ a edii yiye a ɛfa sikatua ho nanso portal no ka sɛ mintuaa ka. Na mfomso koodu biara nni hɔ a emu da hɔ, a ɛyɛ generic fail message ara kwa.",ak,YES
msg_0368,"I have been debited by my bank but the payment is not showing on the passport portal. There was no clear error code, just a generic failure message.",en,YES
msg_0369,"Wɔtwaa sika no fii me MOMO akontaabu mu, nanso me application no da so ara kyerɛ ‘tua a ɛda so ara wɔ hɔ’. Mabɔ mmɔden sɛ mede browser ahorow bedi dwuma nanso asɛm no da so ara wɔ hɔ.",ak,YES
msg_0370,"The fee was deducted from my MOMO account, yet my application still shows 'payment pending'. This is delaying my travel plans and I need urgent help.",en,YES
msg_0371,"Nuɖoanyia mele nye fexexe ƒe nɔnɔme ɖɔlim o togbɔ be ga la gblẽ nye akɔnta ɖi hã. Vodada ƒe kɔpi aɖeke menɔ anyi si me kɔ o, si nye kpododonu ƒe gbedasi si wozãna le mɔ gbadza nu ko.",ew,NO
msg_0372,"Wɔtwee sika no fii me MOMO akontaabu mu, nanso me application no da so ara kyerɛ ‘tua a ɛda so ara wɔ hɔ’. Mebɔɔ mmɔden mpo sɛ mede laptop foforo bedi dwuma nanso biribiara ansakra.",ak,NO
msg_0373,Nuɖoanyia mele nye fexexe ƒe nɔnɔme ɖɔlim o togbɔ be ga la gblẽ nye akɔnta ɖi hã. Mete kɔmpiuta bubu zazã kpɔ gɔ̃ hã kpɔ gake naneke metrɔ o.,ew,YES
msg_0374,Nye gadzraɖoƒea xɔ ga le asinye gake ga si woxe la mele dzedzem le mɔzɔgbalẽa ƒe nyatakakadzraɖoƒea o. Medze agbagba be mazã nyatakakadzraɖoƒe vovovowo gake nya la gakpɔtɔ li.,ew,YES
msg_0375,I received a successful payment notification but the portal says I have not paid. I am doing this from Accra using a stable internet connection.,en,YES
msg_0376,Nhyehyɛe no nnyɛ me sikatua tebea no foforo ɛwom mpo sɛ sika no afi me akontaabu mu de. Mede intanɛt nkitahodi a ɛyɛ den na ɛreyɛ eyi afi Accra hɔ.,ak,YES
msg_0377,"Me nsa kaa amanneɛbɔ a edi mu a ɛfa sikatua ho nanso portal no ka sɛ minnya ntuaa ka. Mesrɛ wo, hwɛ fi wo nkyɛn sɛ nhyehyɛe ho asɛm bi wɔ hɔ a.",ak,YES
msg_0378,Me nsa kaa amanneɛbɔ a edii yiye a ɛfa sikatua ho nanso portal no ka sɛ mintuaa ka. Mebɔɔ mmɔden mpo sɛ mede laptop foforo bedi dwuma nanso biribiara ansakra.,ak,YES
msg_0379,"Portal lɛ ejieee mi nyɔmɔwoo lɛ kpo ni minyɛɛɛ mafã kɛya gbɛ ni nyiɛ sɛɛ lɛ nɔ. Tɔmɔ ko bɛ, shɛɛ sane ko ni yeee omanye kɛkɛ.",ga,YES
msg_0380,Me nsa kaa amanneɛbɔ a edii yiye a ɛfa sikatua ho nanso portal no ka sɛ mintuaa ka. Eyi rekyɛ m’akwantu nhyehyɛe na mihia mmoa ntɛm ara.,ak,YES
msg_0381,Agbo la mele nye fexexe ɖem fia o eye nyemate ŋu aʋu ayi afɔɖeɖe si kplɔe ɖo me o. Mele agbagba dzem gaƒoƒo eve siwo va yi evɔ medze edzi o.,ew,YES
msg_0382,"Mina nyɔmɔwoo he adafitswaa ni ye omanye shi portal lɛ kɛɛ miwooo nyɔmɔ. Mikɛ laptop kroko po bɔ mɔdɛŋ, shi nɔ ko nɔ ko tsakeee.",ga,YES
msg_0383,Me nsa kaa amanneɛbɔ a edii yiye a ɛfa sikatua ho nanso portal no ka sɛ minnya ntuaa ka. Kindly boa me ma misiesie eyi sɛnea ɛbɛyɛ a metumi atoa m’akwammisa krataa no so.,ak,YES
msg_0384,Me nsa kaa amanneɛbɔ a ɛdi mu a ɛfa sikatua ho nanso portal no se mentuaa ka. Mede intanɛt nkitahodi a ɛyɛ den na ɛreyɛ eyi afi Accra hɔ.,ak,YES
msg_0385,Nye gadzraɖoƒea xɔ ga le asinye gake fexexea mele eɖem fia le mɔzɔgbalẽa ƒe nyatakakadzraɖoƒe o. Mele esia wɔm tso Accra gbɔ to internet kadodo si li ke zazã me.,ew,YES
